,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
81,桜坂,"Masaharu Fukuyama",7361,https://open.spotify.com/track/7gpVG8fQjh5YLViIWy3HHh
82,ひまわりの約束,"Motohiro Hata",7339,https://open.spotify.com/track/45jGOHwYKgsRYbAJ8DR61d
83,"Wait & See ~リスク~","Utada Hikaru",7306,https://open.spotify.com/track/1LJZ9LrNrBGQJ2VXFY6pQG
84,若者のすべて,Fujifabric,7241,https://open.spotify.com/track/5dH4asCl80Mvbsoz6zJVyZ
85,"Something Just Like This","The Chainsmokers",7193,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
86,やさしくなりたい,"Kazuyoshi Saito",7140,https://open.spotify.com/track/4XkqVSWIPb07iLEDvAPq93
87,Synchronicity,Nogizaka46,7115,https://open.spotify.com/track/77m6PiiPEQGUxjNELzMyiF
88,"SICKO MODE","Travis Scott",7109,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
89,はじまりの予感,Ketsumeishi,7076,https://open.spotify.com/track/2k84FgJC2Qbj8lRf0lp1Qn
90,Dream,"Shota Shimizu",6958,https://open.spotify.com/track/6PO8T4qt3FHfauSs98zO9j
91,"First Love","Utada Hikaru",6921,https://open.spotify.com/track/39HrUxcvKF3jtLz7fUDWXc
92,"Umino Koe","Taro Urashima",6883,https://open.spotify.com/track/6EjGsUuJmyxdHjKzGN8kPy
93,DEJAVU,AAA,6858,https://open.spotify.com/track/3eOJYKu2MkMTuyhFKH2EgU
94,BAAM,MOMOLAND,6805,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
95,"Maybe One Day",RIRI,6797,https://open.spotify.com/track/4ktn4pnufSi9X0WI2Iojzs
96,Kataomoi,Aimer,6796,https://open.spotify.com/track/6g93YtKKHU2H1qIqhLIL0Y
97,"Garasu Wo Ware!",Keyakizaka46,6774,https://open.spotify.com/track/60ZBZn5Oy1envlLHd2s7Od
98,"Slow & Easy",HIRAIDAI,6773,https://open.spotify.com/track/4b5oBON2DgamONUxvP4JyQ
99,Influencer,Nogizaka46,6725,https://open.spotify.com/track/5ofnFjLvOgZP94zmDXi3HT
100,夏色,Yuzu,6645,https://open.spotify.com/track/0WIjc4e1mGuyB1lsozr9Bi
101,"Let Me Love You","DJ Snake",6642,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU
102,"Ocean (feat. Khalid)","Martin Garrix",6637,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
103,"Beautiful (feat. Camila Cabello)",Bazzi,6616,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
104,Shangrila,Chatmonchy,6598,https://open.spotify.com/track/2x3ap6Qz17LPDTUkk7Xbyo
105,"New Rules","Dua Lipa",6585,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
106,そばにいるね,"Thelma Aoyama",6577,https://open.spotify.com/track/1Rvh5RimhF3ndpclBmIdeJ
107,"Wake Me Up - Radio Edit",Avicii,6523,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
108,にじいろ,ayaka,6501,https://open.spotify.com/track/3JrxNi0sQ1Lnx8eGonp3Ma
109,貴方解剖純愛歌〜死ね〜,Aimyon,6501,https://open.spotify.com/track/2H3bOGOE50qEo5wAYoJiwL
110,家族になろうよ,"Masaharu Fukuyama",6465,https://open.spotify.com/track/64awLoKSPoQ5M6YulMsyCe
111,Jupiter,"Ayaka Hirahara",6446,https://open.spotify.com/track/5IwRgi599tbwNi9wqPYyIX
112,Ref:rain,Aimer,6385,https://open.spotify.com/track/7ACBxaYBStLkzU8grvbzz5
113,"Good Vibes Only",SALU,6368,https://open.spotify.com/track/3tlYsD5AYsZY0XPVJEfmXe
114,RUN,tofubeats,6368,https://open.spotify.com/track/1d2a71jhvtx3QhF4gKHa1b
115,ハピネス,AI,6337,https://open.spotify.com/track/4Ls20opS0EzPb7NuA6F8VI
116,愛のうた,"Kumi Koda",6306,https://open.spotify.com/track/6qt4DNJ94JlcYw5aZJP9D1
117,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,6306,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
118,"Secret Base -Kimiga Kureta mono-",ZONE,6301,https://open.spotify.com/track/2ghcGrI4iQKmRyhOW4M2fq
119,Havana,"Camila Cabello",6270,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
120,NAO,HY,6262,https://open.spotify.com/track/2PeCrMLUayMPZnLZPkJxOJ
121,つつみ込むように・・・,MISIA,6246,https://open.spotify.com/track/6p6w8AOMCS2kzUOeGAlo2S
122,Tda'''Aitakute,EXILE,6223,https://open.spotify.com/track/2wAf64UF5cK7mlAUfvVPl9
123,"God's Plan",Drake,6200,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
124,"Love Love Love","DREAMS COME TRUE",6130,https://open.spotify.com/track/1tcEqPHAQCOKIHwUMQ2POT
125,FRIENDS,Marshmello,6119,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
126,夏祭り,Whiteberry,6096,https://open.spotify.com/track/51hE2l7cmVXtEpmJ0AGh4R
127,"Flavor Of Life","Utada Hikaru",6096,https://open.spotify.com/track/08mZXLDUeuv1wz4ZunfIC2
128,私以外私じゃないの,"Gesu No Kiwami Otome",6089,https://open.spotify.com/track/3iKJWOQJtENE3kFWMXh8JM
129,"You Gotta","Def Tech",6087,https://open.spotify.com/track/5FdGQ3eYwVLv4aDBoSHsIE
130,Everything,MISIA,6046,https://open.spotify.com/track/4eg2pQu51SsltJSWKoRpSy
131,"Good Life","Shota Shimizu",6019,https://open.spotify.com/track/2eTKpQqQNohQ7X4Qp66gB9
132,大切なもの,"Road Of Major",6017,https://open.spotify.com/track/369Hij6w8bRwahCIlhYW5A
133,TT,TWICE,6012,https://open.spotify.com/track/1nMbZ9OsVNSLEyijI80EST
134,DNA,BTS,5984,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
135,"What Do You Mean?","Justin Bieber",5948,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
136,"Galway Girl","Ed Sheeran",5910,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
137,"BBoom BBoom",MOMOLAND,5909,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
138,"SONG FOR TWO",HIRAIDAI,5883,https://open.spotify.com/track/5FDJtn4aPFx5KqQkE5xiOy
139,"Choucho Musubi",Aimer,5874,https://open.spotify.com/track/6Flllj0iIJPwXUpxL9KdxC
140,"Heart Shaker",TWICE,5855,https://open.spotify.com/track/6gxF4ibm6S95UUC6vyIiln
141,トモダチ,Ketsumeishi,5840,https://open.spotify.com/track/0yt6toATQ5qwIADXUKtGn5
142,"Body (feat. brando)","Loud Luxury",5837,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
143,壊れかけのRadio,"Hideaki Tokunaga",5833,https://open.spotify.com/track/6ddbslC9nFUFgscup9R2j3
144,"I Like It","Cardi B",5794,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
145,"Lucid Dreams","Juice WRLD",5784,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
146,"How Long","Charlie Puth",5773,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe
147,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",5729,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
148,"Taste (feat. Offset)",Tyga,5728,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
149,"Better Now","Post Malone",5725,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
150,"I WANT YOU BACK",TWICE,5719,https://open.spotify.com/track/0Dsbej1ME76kebKBGE0ROD
151,島唄,"THE BOOM",5697,https://open.spotify.com/track/1VOe1daaRqlRCW0cGf53g2
152,"Despacito - Remix","Luis Fonsi",5636,https://open.spotify.com/track/6rPO02ozF3bM7NnOV4h6s2
153,ロマンスの神様,"Kohmi Hirose",5548,https://open.spotify.com/track/0xYSgQHddr1lh6IfqWgn2W
154,Sorry,"Justin Bieber",5363,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
155,Sugar,"Maroon 5",5357,https://open.spotify.com/track/0ljEFYEFuqspdPCWn75FPP
156,Maybe,SIRUP,5250,https://open.spotify.com/track/1NIzw8VBmRDLo4Fi5Vh5Qy
157,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",5205,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
158,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",5146,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
159,"The Nights",Avicii,5136,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
160,"Student Dance",Keyakizaka46,5125,https://open.spotify.com/track/2HvrEDI24kqXk9vwPFWkMk
161,"BOOMBAYAH - KR Ver.",BLACKPINK,5111,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
162,"24K Magic","Bruno Mars",5086,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
163,"There's Nothing Holdin' Me Back","Shawn Mendes",5062,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
164,"Bed (feat. Ariana Grande)","Nicki Minaj",5036,https://open.spotify.com/track/3L4GsGLgxpHieVQH86H8bv
165,満月の夜なら,Aimyon,5025,https://open.spotify.com/track/6UrocZrUx9Nb490ACF5UBP
166,"Side To Side","Ariana Grande",4990,https://open.spotify.com/track/1pKeFVVUOPjFsOABub0OaV
167,"Just The Way You Are","Bruno Mars",4961,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
168,"RAINBOW (feat. Yellow Claw)","J Soul Brothers III from EXILE TRIBE",4955,https://open.spotify.com/track/66PEbvbSd3ntcfKHaYdgWP
169,"Side Effects","The Chainsmokers",4924,https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5
170,"I Like Me Better",Lauv,4874,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
171,"Silent Majority",Keyakizaka46,4859,https://open.spotify.com/track/7b7U8EnH4gB3a9qphGYVoj
172,SAD!,XXXTENTACION,4836,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
173,"See You Again (feat. Charlie Puth)","Wiz Khalifa",4834,https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc
174,"What Lovers Do (feat. SZA)","Maroon 5",4819,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
175,"Without You (feat. Sandro Cavazza)",Avicii,4818,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL
176,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",4814,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
177,Anpanman,BTS,4809,https://open.spotify.com/track/4lRwa7PKcGIuJMwtPIYKdy
178,"FOREVER YOUNG - KR Ver.",BLACKPINK,4761,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
179,"As If It's Your Last",BLACKPINK,4747,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
180,"NANIMONO (feat. 米津玄師)","Yasutaka Nakata",4742,https://open.spotify.com/track/5uodb4Kj8xSuxurunWcbPJ
181,"I'm a Mess","Bebe Rexha",4705,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
182,Perfect,"Ed Sheeran",4702,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
183,"That's What I Like","Bruno Mars",4679,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
184,"More Than You Know","Axwell /\ Ingrosso",4678,https://open.spotify.com/track/6h5PAsRni4IRlxWr6uDPTP
185,"High On Life (feat. Bonn)","Martin Garrix",4633,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
186,"さくら - 独唱","Naotaro Moriyama",4621,https://open.spotify.com/track/7x0ZuC7zKDiAzGfVVJYf83
187,"2U (feat. Justin Bieber)","David Guetta",4616,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
188,"I'm out",Keyakizaka46,4609,https://open.spotify.com/track/7Bnwwbgx3hlI5uok2zEa36
189,"In My Mind",Dynoro,4587,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
190,"Love Yourself","Justin Bieber",4574,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
191,STARGAZING,"Travis Scott",4562,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
192,楓,SPITZ,4536,https://open.spotify.com/track/73xYYths9kvmFvYsd9gC9Z
193,プラネタリウム,"Ai Otsuka",4524,https://open.spotify.com/track/3zfyzbHuqcT2AAffAyLm02
194,"Sorry Not Sorry","Demi Lovato",4510,https://open.spotify.com/track/3Du2K5dLzmduCNp6uwuaL0
195,Attention,"Charlie Puth",4491,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
196,道,"Utada Hikaru",4483,https://open.spotify.com/track/4nYtqZDscX8TLvR4p0ON1s
197,"Shake It Off","Taylor Swift",4482,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD
198,808,Suchmos,4475,https://open.spotify.com/track/42R8x2g7MUjYfbFQGNB2wR
199,Darkside,"Alan Walker",4462,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
200,"OH MY LITTLE GIRL","Yutaka Ozaki",4428,https://open.spotify.com/track/5Qfw76KLvvMgrq6xtajJIO
