,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
41,IDGAF,"Dua Lipa",2146,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
42,"Síguelo Bailando",Ozuna,2145,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
43,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",2083,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
44,"Mi Cama - Remix","Karol G",2061,https://open.spotify.com/track/38QmUDpkoYlNbMKvpvAsrE
45,"Zum Zum","Daddy Yankee",2042,https://open.spotify.com/track/7lEhOiFtcLXY4P7cuTKuQ8
46,"No Hay Nadie Más","Sebastian Yatra",1974,https://open.spotify.com/track/3IPJg1sdqLj12kFIndaonN
47,"Bella - Remix",Wolfine,1971,https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56
48,"Me Rehúso","Danny Ocean",1879,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
49,"No Brainer","DJ Khaled",1819,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
50,Satisfacción,"Nicky Jam",1814,https://open.spotify.com/track/21WvAGxPUNJARcZoSqswd7
51,"Mi Cama","Karol G",1740,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
52,"El Préstamo",Maluma,1739,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
53,Calypso,"Luis Fonsi",1619,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d
54,"New Rules","Dua Lipa",1575,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
55,"Quiero Repetir",Ozuna,1547,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri
56,"Shape of You","Ed Sheeran",1515,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
57,Solo,Amenazzy,1513,https://open.spotify.com/track/7mTWMsbnRPGmyLOEaImXOU
58,"No Quiero Amarte (feat. Zion & Lennox)","Justin Quiles",1484,https://open.spotify.com/track/5bITfqKGaPakO1l99hOMsI
59,"rockstar (feat. 21 Savage)","Post Malone",1484,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
60,Sensualidad,"Bad Bunny",1459,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
61,SAD!,XXXTENTACION,1459,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
62,"Ni Gucci Ni Prada","Kenny Man",1448,https://open.spotify.com/track/7yFML4hCZA6ha7fyAM0utY
63,"SICKO MODE","Travis Scott",1432,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
64,"Dale Vieja Dale","Toño Rosario",1428,https://open.spotify.com/track/734vYzX6YKgSDHzXuLQJmg
65,Bipolar,"Chris Jeday",1412,https://open.spotify.com/track/4WzsycqZkpkS48H9AAAGux
66,"Robarte un Beso","Carlos Vives",1405,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
67,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",1397,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
68,"God is a woman","Ariana Grande",1397,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
69,"La Modelo",Ozuna,1377,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH
70,Criminal,"Natti Natasha",1370,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
71,"El Color de Tus Ojos","Banda Sinaloense MS de Sergio Lizárraga",1365,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
72,"Jackie Chan",Tiësto,1365,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
73,Believer,"Imagine Dragons",1342,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
74,Ambiente,"J Balvin",1336,https://open.spotify.com/track/6VrBWh90BiwWmwKtvwWFcq
75,"Eastside (with Halsey & Khalid)","benny blanco",1328,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
76,"El Farsante - Remix",Ozuna,1321,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
77,Bella,Wolfine,1310,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
78,"Ya No Tiene Novio","Sebastian Yatra",1300,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
79,"Better Now","Post Malone",1276,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
80,Amorfoda,"Bad Bunny",1261,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
81,Perfect,"Ed Sheeran",1260,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
82,"Chica Paranormal","Paulo Londra",1229,https://open.spotify.com/track/2r77vqSZkOktTSgmAOoHsV
83,Casualidad,Nacho,1225,https://open.spotify.com/track/08rwXPBZ2DHOwnL7xaz044
84,"Otra Vez (feat. J Balvin)","Zion & Lennox",1223,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
85,"Taste (feat. Offset)",Tyga,1216,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
86,Nonstop,Drake,1212,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
87,"La flaca","Jarabe De Palo",1186,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb
88,changes,XXXTENTACION,1184,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
89,"Duro y Suave","Leslie Grace",1183,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
90,"La Incondicional","Luis Miguel",1166,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
91,Dura,"Daddy Yankee",1164,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
92,"Jocelyn Flores",XXXTENTACION,1157,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
93,"Se Preparó",Ozuna,1144,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
94,Thunder,"Imagine Dragons",1141,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
95,Youngblood,"5 Seconds of Summer",1134,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
96,"Solo (feat. Demi Lovato)","Clean Bandit",1128,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
97,"Ahora Te Puedes Marchar","Luis Miguel",1128,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
98,"La Cintura (feat. Flo Rida & TINI) - Remix","Alvaro Soler",1112,https://open.spotify.com/track/56gH0zGe3SP9SGNoQ2pWwn
99,"No Lie","Sean Paul",1097,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
100,"Escápate Conmigo (feat. Ozuna)",Wisin,1073,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
101,"Scared to Be Lonely","Martin Garrix",1066,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
102,"In My Mind",Dynoro,1061,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
103,Caraluna,Bacilos,1052,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums
104,"Be The One","Dua Lipa",1047,https://open.spotify.com/track/7FCfMXYTIiQ9b4hDYs4Iol
105,"Lucid Dreams","Juice WRLD",1044,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
106,Sola,"Lary Over",1028,https://open.spotify.com/track/2pSgnEYuT5zgDndmmkCKHY
107,"Que Va","Alex Sensation",1025,https://open.spotify.com/track/6J1R5wtPXiHiwiPstOSI56
108,"Born To Be Yours",Kygo,1024,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
109,Rise,"Jonas Blue",1019,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
110,"Cuando Nadie Ve",Morat,1019,https://open.spotify.com/track/1Cxd4ZJJ9VOQQpNcpdcZEQ
111,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",1018,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
112,Corazón,Maluma,1017,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
113,"Psycho (feat. Ty Dolla $ign)","Post Malone",1013,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
114,Moonlight,XXXTENTACION,1009,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
115,"Adiós Amor","Christian Nodal",1008,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
116,Havana,"Camila Cabello",1006,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
117,Downtown,Anitta,1003,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
