,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
80,"Robarte un Beso","Carlos Vives",3684,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
81,Dura,"Daddy Yankee",3662,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
82,"Quiere Beber","Anuel Aa",3662,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z
83,Dimelo,"Paulo Londra",3649,https://open.spotify.com/track/3uwehoqKSQLa5lFFvIX6M3
84,Nonstop,Drake,3627,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
85,changes,XXXTENTACION,3577,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
86,"Una Lady Como Tú","Manuel Turizo",3562,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
87,Moonlight,XXXTENTACION,3553,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
88,"no tears left to cry","Ariana Grande",3507,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
89,Amorfoda,"Bad Bunny",3480,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
90,"Ahora Te Puedes Marchar","Luis Miguel",3464,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
91,"Too Good At Goodbyes","Sam Smith",3443,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
92,"Lucid Dreams","Juice WRLD",3420,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
93,"A Partir De Hoy","David Bisbal",3406,https://open.spotify.com/track/7ojH6H4wE6XJNgzU4uvNc8
94,"Amor de Verdade","MC Kekel",3397,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
95,Havana,"Camila Cabello",3377,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
96,"Otra Vez (feat. J Balvin)","Zion & Lennox",3361,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
97,"Ya No Tiene Novio","Sebastian Yatra",3351,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
98,"Eastside (with Halsey & Khalid)","benny blanco",3346,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
99,Triste,"Bryant Myers",3301,https://open.spotify.com/track/5MNS5FF4LrTX0jIaI0gory
100,Sobredosis,"Romeo Santos",3259,https://open.spotify.com/track/1WbXIpiGBJkCiv3hn40iPB
101,"Me Emborrachare - Bachata Radio Edit","Grupo Extra",3217,https://open.spotify.com/track/3iGjLTDqokSuf6yYI83wzi
102,"Tu Amor Me Hace Bien - Salsa Version","Marc Anthony",3214,https://open.spotify.com/track/12H7K15h3aC5vRCaca65el
103,"Ahora Dice","Chris Jeday",3206,https://open.spotify.com/track/5LVoGJTyG6fLJgoGkY2QAZ
104,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",3135,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
105,"El Farsante",Ozuna,3099,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ
106,"Besos En Guerra",Morat,3099,https://open.spotify.com/track/5KgdtjmglXPjJNKvMvSjgo
107,Thunder,"Imagine Dragons",3091,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
108,"Tú Foto",Ozuna,3073,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf
109,"One Dance",Drake,3047,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
110,"Jackie Chan",Tiësto,3021,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
111,"The Scientist",Coldplay,3002,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
112,"Flor Pálida","Marc Anthony",2994,https://open.spotify.com/track/47TyfLrGhYHHyyQWk64d0M
113,"La flaca","Jarabe De Palo",2986,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb
114,"Better Now","Post Malone",2982,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
115,"Thinking Out Loud","Ed Sheeran",2980,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
116,Corazón,Maluma,2973,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
117,FRIENDS,Marshmello,2960,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
118,"Vivir Mi Vida","Marc Anthony",2932,https://open.spotify.com/track/3QHMxEOAGD51PDlbFPHLyJ
119,"Suena El Dembow","Joey Montana",2915,https://open.spotify.com/track/0woHVOh3KXLSDv8VU9XwZ4
120,Balenciaga,Ozuna,2862,https://open.spotify.com/track/3iIZvct75tkk1CwbqVjsry
121,"Psycho (feat. Ty Dolla $ign)","Post Malone",2829,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
122,"Culpable O No - Miénteme Como Siempre","Luis Miguel",2828,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
123,"Cómo Te Voy A Olvidar","Los Angeles Azules",2766,https://open.spotify.com/track/51dNexiESqcJLsGLrmg1Nv
124,"Something Just Like This","The Chainsmokers",2739,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
125,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2730,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
126,"I'm Yours","Jason Mraz",2729,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
127,Mayores,"Becky G",2724,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
128,Dicen,"Matt Hunter",2719,https://open.spotify.com/track/4cfoVJxpHqUqTvBrG1RTyi
129,"Sweet Child O' Mine","Guns N' Roses",2717,https://open.spotify.com/track/7o2CTH4ctstm8TNelqjb51
130,"Bohemian Rhapsody",Queen,2716,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
131,Downtown,Anitta,2697,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
132,"La Cintura (feat. Flo Rida & TINI) - Remix","Alvaro Soler",2697,https://open.spotify.com/track/56gH0zGe3SP9SGNoQ2pWwn
133,"Born To Be Yours",Kygo,2697,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
134,Caraluna,Bacilos,2694,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums
135,STARGAZING,"Travis Scott",2683,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
136,"Mi Gente","J Balvin",2675,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
137,"Échame La Culpa","Luis Fonsi",2669,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx
138,"No Lie","Sean Paul",2666,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
139,"La Asesina","Zacarias Ferreira",2649,https://open.spotify.com/track/1WoDc1x28zHmxnPvvM5GLh
140,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,2643,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1
141,"Nice For What",Drake,2628,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
142,Marinero,Maluma,2618,https://open.spotify.com/track/6x5LBP3nYXVdIDoomChGr3
143,"La Vida Sin Ti","Piso 21",2614,https://open.spotify.com/track/1RvL7eHoeUolnQbWm2Hnba
144,Closer,"The Chainsmokers",2604,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
145,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",2595,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
146,Original,Arcangel,2595,https://open.spotify.com/track/1LBlcCtOrKITXpEp1hnNpj
147,"Wake Me Up - Radio Edit",Avicii,2554,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
148,"Mi Mala - Remix","Mau y Ricky",2513,https://open.spotify.com/track/6kOHug1s9Nd5gsHrX8irs2
149,"Como Mirarte","Sebastian Yatra",2511,https://open.spotify.com/track/0CXEPVeQDLgDBfvcsQpXq1
150,Sirena,"Cali Y El Dandee",2507,https://open.spotify.com/track/1juHIWqgFiDFAKuEBP24Lt
151,Imitadora,"Romeo Santos",2480,https://open.spotify.com/track/6r46lnXFbE9fr2d3KNaGbe
152,"La Correcta",Nabález,2462,https://open.spotify.com/track/1ISamB2lPDAeKb4Js2hLgq
153,Rise,"Jonas Blue",2448,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
154,"Confia Remix",Juhn,2444,https://open.spotify.com/track/1Pa6vEvBMLyHcgNxU8yk23
155,Faded,"Alan Walker",2438,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
156,Toda,"Alex Rose",2428,https://open.spotify.com/track/67GuJrAVnnEUf9P9tOip2H
157,"Me Llamas (feat. Maluma) - Remix","Piso 21",2427,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
158,"Reggaetón Lento (Bailemos)",CNCO,2423,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
159,"Bella y Sensual","Romeo Santos",2422,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
160,"In My Mind",Dynoro,2421,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
161,"Look At Me!",XXXTENTACION,2418,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
162,"Wonderwall - Remastered",Oasis,2400,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
163,"Yo No Sé Mañana (salsa)","Luis Enrique",2394,https://open.spotify.com/track/1nZziTuPRwCfJe1XvVC760
164,Photograph,"Ed Sheeran",2392,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
165,"Felices los 4",Maluma,2384,https://open.spotify.com/track/1RouRzlg8OKFeqc6LvdxmB
166,"La Rompe Corazones","Daddy Yankee",2380,https://open.spotify.com/track/2Q85xwXagilpHKTfdrbC7M
167,"Scared to Be Lonely","Martin Garrix",2378,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
168,"Let Her Go",Passenger,2353,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
169,"Qué Precio Tiene el Cielo - Salsa Version","Marc Anthony",2346,https://open.spotify.com/track/2MnKininlD8bY9ggRNSJ37
170,Fever,"Vybz Kartel",2345,https://open.spotify.com/track/4C1Smq2t3MVOPzsUPWW0oX
171,"XO TOUR Llif3","Lil Uzi Vert",2340,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
172,"Walk It Talk It",Migos,2324,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
173,Ilegal,"Cultura Profética",2317,https://open.spotify.com/track/2K2YkSn2utzsRntEClbyB8
174,"Stressed Out","Twenty One Pilots",2308,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
175,"That's What I Like","Bruno Mars",2307,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
176,"Me Dediqué a Perderte","Alejandro Fernandez",2287,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
177,"Bajo El Agua","Manuel Medrano",2271,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g
178,"Olha A Explosão","MC Kevinho",2244,https://open.spotify.com/track/6Q4foUefrAyCt8VxJFML56
179,"Si Tú La Ves","Nicky Jam",2240,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE
180,"Ocean (feat. Khalid)","Martin Garrix",2233,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
181,"Condenado Para el Millon","Paulo Londra",2229,https://open.spotify.com/track/5UjhWsB5rddZEPlNUcGDLV
182,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",2229,https://open.spotify.com/track/7CUYHcu0RnbOnMz4RuN07w
183,"Tu Sin Mi","Dread Mar I",2219,https://open.spotify.com/track/0gWa0Y7I6Y78QWjuudv58R
184,"Dile Que Tu Me Quieres",Ozuna,2211,https://open.spotify.com/track/5u5MvmVtitax9R1Mxh3reC
185,"Tengo Todo Excepto A Ti","Luis Miguel",2204,https://open.spotify.com/track/27XboT5Wb8VOn7A0heo3Ei
186,"Look Alive (feat. Drake)","BlocBoy JB",2203,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
187,"She Don't Give a Fo",Duki,2192,https://open.spotify.com/track/6S3yaMAF7jB4GfjXdYLsD0
188,Mamita,CNCO,2192,https://open.spotify.com/track/71GAvRsilpo9pqd0vYn8Mo
189,Medicina,Anitta,2191,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
190,Traicionera,"Sebastian Yatra",2177,https://open.spotify.com/track/4Ft0391aLVNtCPPseh98lp
191,"Báilame - Remix",Nacho,2175,https://open.spotify.com/track/4l3xGFwoTinvYxsePytOOf
192,"Another One Bites The Dust - Remastered 2011",Queen,2173,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
193,"El Listón De Tu Pelo","Los Angeles Azules",2172,https://open.spotify.com/track/5hrxAFrYbNTLjAYSrmbpgr
194,"lovely (with Khalid)","Billie Eilish",2168,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
195,"Destino o casualidad",Melendi,2163,https://open.spotify.com/track/2sMxswHr9wX7kTUHULvJBJ
196,Bonita,"J Balvin",2161,https://open.spotify.com/track/0atfY1ew83Ql9nNnJiD2t5
197,"Noches de Aventura",Ozuna,2156,https://open.spotify.com/track/4iDaYVSL0zwFLacCt0F7h9
198,"What Lovers Do (feat. SZA)","Maroon 5",2155,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
199,"El Clavo - Remix","Prince Royce",2154,https://open.spotify.com/track/6bI00brFpeprqCDqKouEJS
200,"Every Breath You Take - Remastered 2003","The Police",2150,https://open.spotify.com/track/5C0LFQARavkPpn7JgA4sLk
