,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
105,"I'm Yours","Jason Mraz",1775,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
106,Nervous,"Shawn Mendes",1771,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
107,KorsKorsKors,Senkise,1762,https://open.spotify.com/track/7ei7kWLs2k2V1xoeswJC2i
108,"Your Love","David Guetta",1753,https://open.spotify.com/track/0tgbSxoFjZ20MjfoKwWevV
109,Anywhere,"Rita Ora",1745,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
110,"We Don't Care",Sigala,1735,https://open.spotify.com/track/59D6pNWyn8UXPpos5fbAqm
111,"'Till I Collapse",Eminem,1735,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
112,"Take Me to Church",Hozier,1729,https://open.spotify.com/track/3KYOGt8IO6j8wptkG9THag
113,"lovely (with Khalid)","Billie Eilish",1707,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
114,"Blow Your Mind (Mwah)","Dua Lipa",1702,https://open.spotify.com/track/2eAAEa8pxKF7My0EO4rFgR
115,"Dancing Alone","Axwell /\ Ingrosso",1695,https://open.spotify.com/track/5xzzxWj8a1YBbNZhNLqWuQ
116,"X - Remix","Nicky Jam",1691,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
117,Jumpsuit,"Twenty One Pilots",1689,https://open.spotify.com/track/6cQnrSlTxhHCCiUpKrs7g3
118,HUMBLE.,"Kendrick Lamar",1676,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
119,"Barbie Dreams","Nicki Minaj",1670,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B
120,"R U Mine?","Arctic Monkeys",1657,https://open.spotify.com/track/29tzJGvqJPTAFs6LXmsHoA
121,"In The End","Linkin Park",1634,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
122,"Ignite (feat. SEUNGRI)",K-391,1630,https://open.spotify.com/track/0UMLejbZXf7YVgnfxURvVr
123,California,"Hot Shade",1628,https://open.spotify.com/track/4hBcYYxffKQJXKEXzRC7ou
124,"Stressed Out","Twenty One Pilots",1623,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
125,"Tie Me Down (with Elley Duhé)",Gryffin,1605,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
126,Perfect,"Ed Sheeran",1604,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
127,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1599,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
128,"Be The One","Dua Lipa",1598,https://open.spotify.com/track/7FCfMXYTIiQ9b4hDYs4Iol
129,Taj,BLR,1598,https://open.spotify.com/track/400QEuv1HXJcm7gGSya4fn
130,"River (feat. Ed Sheeran)",Eminem,1593,https://open.spotify.com/track/1cS0TgbR263ey9jn0MwD2s
131,"Lost In Japan","Shawn Mendes",1590,https://open.spotify.com/track/6WBTeFDEfAJbaSUUc1V1xQ
132,"Ring Ring (feat. Mabel & Rich The Kid)","Jax Jones",1589,https://open.spotify.com/track/3pSfoP1xZllxEuZ6Oh6ebn
133,"Genius - with Sia, Diplo & Labrinth",Sia,1587,https://open.spotify.com/track/73F87Sqh6jQWucOOvz1WFx
134,"you should see me in a crown","Billie Eilish",1587,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
135,"FRIENDS - R3hab Remix",Marshmello,1571,https://open.spotify.com/track/18YRKiIZO4qDEc5Ik0Cry6
136,"Summertime Magic","Childish Gambino",1565,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
137,OK,"Robin Schulz",1561,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
138,"Amilyen Hülye Vagy Én Úgy Szeretlek","Kowalsky Meg A Vega",1552,https://open.spotify.com/track/3oY6ANnDviyZIjYSIUX02G
139,Lullaby,Sigala,1550,https://open.spotify.com/track/5xzCzOAOfRi4DOttSzvznR
140,Meggyfa,"Horváth Tamás",1547,https://open.spotify.com/track/7knuVKl5CtGWnSAAWWWUL6
141,"Start Again (feat. Logic)",OneRepublic,1543,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
142,Closer,"The Chainsmokers",1533,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
143,Radioactive,"Imagine Dragons",1532,https://open.spotify.com/track/4G8gkOterJn0Ywt6uhqbhp
144,"Something Just Like This","The Chainsmokers",1526,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
145,"I'll Be There","Jess Glynne",1518,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
146,"Taking A Walk","Trippie Redd",1513,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
147,"Mindenre Ráveszel","Halott Pénz",1497,https://open.spotify.com/track/6C17QZK7k1oO6kkDkjx1lT
148,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1496,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
149,Dreamer,"Axwell /\ Ingrosso",1492,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf
150,X,"Nicky Jam",1487,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
151,"Look At Me!",XXXTENTACION,1484,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
152,"All For Love","Tungevaag & Raaban",1481,https://open.spotify.com/track/5VGBgPVFO3e0lWz4WHYntQ
153,"Symphony (feat. Zara Larsson)","Clean Bandit",1472,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
154,"Counting Stars",OneRepublic,1464,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
155,"Take This Ride",Vigiland,1461,https://open.spotify.com/track/1bjd4UgjnK5hedJJKmi3YP
156,Calypso,"Luis Fonsi",1456,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d
157,"All The Stars (with SZA)","Kendrick Lamar",1456,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
158,"What Lovers Do (feat. SZA)","Maroon 5",1456,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
159,"Dusk Till Dawn - Radio Edit",ZAYN,1455,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
160,"First Time",Kygo,1444,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
161,"Ami Volt Az Majd Lesz! - A 25. Telekom Volt Fesztivál Himnusza","Punnany Massif",1439,https://open.spotify.com/track/5PevWKcmd4pk0eZ4CI5imz
162,"Échame La Culpa","Luis Fonsi",1436,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx
163,"Take On Me",a-ha,1435,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
164,"When I Kissed The Teacher","Lily James",1430,https://open.spotify.com/track/1WOBzx0R3hyphrI1AUv4Zu
165,"Sweet Dreams (Are Made of This) - Remastered",Eurythmics,1429,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS
166,Silence,Marshmello,1428,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
167,"Seven Nation Army","The White Stripes",1423,https://open.spotify.com/track/1jNOi6m3Hn8nLEeHCp5Msr
168,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",1418,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
169,"Sick Boy","The Chainsmokers",1414,https://open.spotify.com/track/6G9NGmhQY69knXica8K5Mp
170,"Nice For What",Drake,1410,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
171,Halo,Beyoncé,1401,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
172,"Waterloo - From ""Mamma Mia! Here We Go Again""","Hugh Skinner",1400,https://open.spotify.com/track/37RKadHJqPuVzlM0tDBC3N
173,"Snow (Hey Oh)","Red Hot Chili Peppers",1400,https://open.spotify.com/track/2aibwv5hGXSgw7Yru8IYTO
174,"La Cintura (feat. Flo Rida & TINI) - Remix","Alvaro Soler",1400,https://open.spotify.com/track/56gH0zGe3SP9SGNoQ2pWwn
175,"Audio - with Sia, Diplo & Labrinth",Sia,1400,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
176,Crazy,"Lost Frequencies",1394,https://open.spotify.com/track/2hqy4QmpvMeVz6zeolDeLQ
177,"Partizán, Pt. 2","Punnany Massif",1388,https://open.spotify.com/track/18pwejzjxIK3wwUyxWShuS
178,"Don't Hide","Mike Perry",1386,https://open.spotify.com/track/5Ddp5V1M84fKmXbtDhASu0
179,Stitches,"Shawn Mendes",1383,https://open.spotify.com/track/3zkWCteF82vJwv0hRLba76
180,"Shut Up and Dance","WALK THE MOON",1380,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
181,"All of Me","John Legend",1374,https://open.spotify.com/track/3uhBIQ7tv8j1FME8cFGEfG
182,Mama,"Jonas Blue",1359,https://open.spotify.com/track/47OVNnZJzIkrsEiZ4n187p
183,"Leave a Light On","Tom Walker",1358,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
184,Paradise,"George Ezra",1358,https://open.spotify.com/track/38zwkK6TtTjIW9tpYBfZ3D
185,"Way Down We Go",Kaleo,1356,https://open.spotify.com/track/0y1QJc3SJVPKJ1OvFmFqe6
186,"What About Us",P!nk,1354,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
187,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",1347,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
188,"Nem Olyan Lány",Wellhello,1347,https://open.spotify.com/track/5ff9yazUACfIgRMrGSY3MJ
189,"All Falls Down","Alan Walker",1345,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
190,Riptide,"Vance Joy",1343,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
191,Faded,"Alan Walker",1341,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
192,"Ahol A Május Földet Ér","Halott Pénz",1341,https://open.spotify.com/track/15m7EyMvwLylaSJjUHIKKJ
193,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",1340,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
194,"Bed (feat. Ariana Grande)","Nicki Minaj",1339,https://open.spotify.com/track/3L4GsGLgxpHieVQH86H8bv
195,"Mennyország Tourist",Tankcsapda,1337,https://open.spotify.com/track/1Hmqe1oW9VVr5TKCoA5Hyl
196,"Gangsta's Paradise",Coolio,1334,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
197,"Bogozd Ki",30Y,1333,https://open.spotify.com/track/4QHMoLuquojOBXktmpVKYE
198,"Next To Me","Axel Johansson",1330,https://open.spotify.com/track/0jvqmWRCyv7xnxqrtinbHJ
199,Happier,"Ed Sheeran",1324,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
200,"Let You Down",NF,1317,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
