,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
35,Ambiente,"J Balvin",29587,https://open.spotify.com/track/6VrBWh90BiwWmwKtvwWFcq
36,Marinero,Maluma,29304,https://open.spotify.com/track/6x5LBP3nYXVdIDoomChGr3
37,"Zum Zum","Daddy Yankee",29052,https://open.spotify.com/track/7lEhOiFtcLXY4P7cuTKuQ8
38,Culpables,"Manuel Turizo",28637,https://open.spotify.com/track/3RD0PGolM0mETGHaprwgMn
39,Pineapple,"Karol G",27586,https://open.spotify.com/track/2RXzzOxmBlffT81fjwBSVh
40,Hipócrita,"Anuel Aa",27103,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw
41,"Síguelo Bailando",Ozuna,27026,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
42,"Loca Remix",Khea,26479,https://open.spotify.com/track/2CRbiMK0W14l71SpDKqKZM
43,Solita,Ozuna,24381,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
44,Criminal,"Natti Natasha",24170,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
45,X,"Nicky Jam",24060,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
46,"Robarte un Beso","Carlos Vives",23918,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
47,"El Farsante - Remix",Ozuna,23263,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
48,"A Partir De Hoy","David Bisbal",22576,https://open.spotify.com/track/7ojH6H4wE6XJNgzU4uvNc8
49,"Me Rehúso","Danny Ocean",22477,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
50,Corazón,Maluma,22331,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
51,"Epa Wei","Danny Ocean",21820,https://open.spotify.com/track/2QmsKag0YaqhAbpR9Nwmpn
52,"Toda - Remix","Alex Rose",21564,https://open.spotify.com/track/7nD2JPaxIKUdxd2UWgnaGL
53,Calypso,"Luis Fonsi",21539,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d
54,Dicen,"Matt Hunter",21457,https://open.spotify.com/track/4cfoVJxpHqUqTvBrG1RTyi
55,"La Vida Sin Ti","Piso 21",20880,https://open.spotify.com/track/1RvL7eHoeUolnQbWm2Hnba
56,Esperándote,"Manuel Turizo",20663,https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj
57,"Suena El Dembow","Joey Montana",20607,https://open.spotify.com/track/0woHVOh3KXLSDv8VU9XwZ4
58,Probablemente,"Daniela Darcourt",19963,https://open.spotify.com/track/1CrjakXhVx50ESX6XW4iX3
59,"Más Fuerte",Greeicy,18657,https://open.spotify.com/track/2fKwgxMdLZ1IZPUXEG1Si7
60,Casualidad,Nacho,18335,https://open.spotify.com/track/08rwXPBZ2DHOwnL7xaz044
61,Sensualidad,"Bad Bunny",18115,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
62,"Ya No Tiene Novio","Sebastian Yatra",17777,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
63,"Tu Falta De Querer","Mon Laferte",17274,https://open.spotify.com/track/4skuEIloXWuxxgekKupkEH
64,"La Cintura (feat. Flo Rida & TINI) - Remix","Alvaro Soler",17194,https://open.spotify.com/track/56gH0zGe3SP9SGNoQ2pWwn
65,"Girls Like You (feat. Cardi B)","Maroon 5",17018,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
66,Downtown,Anitta,16542,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
67,Medicina,Anitta,15681,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
68,"Cuando Nadie Ve",Morat,15171,https://open.spotify.com/track/1Cxd4ZJJ9VOQQpNcpdcZEQ
69,"One Kiss (with Dua Lipa)","Calvin Harris",14923,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
70,"Ahora Te Puedes Marchar","Luis Miguel",14871,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
71,"No Te Vas",Nacho,14731,https://open.spotify.com/track/21Dt0T82tst15r3HCIM2Ku
72,Dimelo,"Paulo Londra",14624,https://open.spotify.com/track/3uwehoqKSQLa5lFFvIX6M3
73,Amárrame,"Mon Laferte",14396,https://open.spotify.com/track/3EK4tGkSiO5xvvB5sM4tln
74,"Échame La Culpa","Luis Fonsi",14354,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx
75,"La Incondicional","Luis Miguel",14122,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
76,Bipolar,"Chris Jeday",13745,https://open.spotify.com/track/4WzsycqZkpkS48H9AAAGux
77,"Mi Mala - Remix","Mau y Ricky",13541,https://open.spotify.com/track/6kOHug1s9Nd5gsHrX8irs2
78,"Se Preparó",Ozuna,13486,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
79,Brindemos,"Anuel Aa",13485,https://open.spotify.com/track/7LeQ55Z5jPBB0ggYJtAiYO
80,Triste,"Bryant Myers",13434,https://open.spotify.com/track/5MNS5FF4LrTX0jIaI0gory
81,"Shape of You","Ed Sheeran",13278,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
82,"Que Va","Alex Sensation",12831,https://open.spotify.com/track/6J1R5wtPXiHiwiPstOSI56
83,Bella,Wolfine,12774,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
84,"Báilame - Remix",Nacho,12734,https://open.spotify.com/track/4l3xGFwoTinvYxsePytOOf
85,"Escápate Conmigo (feat. Ozuna)",Wisin,12616,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
86,"New Rules","Dua Lipa",12594,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
87,"Quiero Volver",TINI,12407,https://open.spotify.com/track/1jcAZRfufvi67KWnwRmizE
88,Caraluna,Bacilos,12198,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums
89,Sirena,"Cali Y El Dandee",12165,https://open.spotify.com/track/1juHIWqgFiDFAKuEBP24Lt
90,"La llave (feat. Piso 21)","Pablo Alborán",12143,https://open.spotify.com/track/0nJUoF6tA031X6zvX9ee4R
91,"No Brainer","DJ Khaled",12043,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
92,"Culpable O No - Miénteme Como Siempre","Luis Miguel",12035,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
93,"Quiero Repetir",Ozuna,12027,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri
94,"Vivo Pensando En Ti","Felipe Peláez",11890,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774
95,Tonta,"R.K.M & Ken-Y",11797,https://open.spotify.com/track/5ZjJT7BB8OoVjyRZRYGen8
96,"Otra Vez (feat. J Balvin)","Zion & Lennox",11769,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
97,"Una Lady Como Tú","Manuel Turizo",11597,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
98,Amorfoda,"Bad Bunny",11567,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
99,"Quédate Aquí","Mike Bahía",11523,https://open.spotify.com/track/40BHOcBhBU6InTXea4VRAK
100,Dura,"Daddy Yankee",11492,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
101,Traicionera,"Sebastian Yatra",11467,https://open.spotify.com/track/4Ft0391aLVNtCPPseh98lp
102,Mayores,"Becky G",11234,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
103,IDGAF,"Dua Lipa",11161,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
104,"En El Muelle De San Blas",Maná,11154,https://open.spotify.com/track/0mvocLIWUnT10znvIXwHGr
105,"Como Mirarte","Sebastian Yatra",11100,https://open.spotify.com/track/0CXEPVeQDLgDBfvcsQpXq1
106,Perfect,"Ed Sheeran",10915,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
107,"Felices los 4",Maluma,10904,https://open.spotify.com/track/1RouRzlg8OKFeqc6LvdxmB
108,SUTRA,"Sebastian Yatra",10830,https://open.spotify.com/track/0lTYnxJdC68v0oXd5xolxY
109,"Quien Sabe","Natti Natasha",10814,https://open.spotify.com/track/5ZkPBld8QqfUkS6aJG40yj
110,Satisfacción,"Nicky Jam",10329,https://open.spotify.com/track/21WvAGxPUNJARcZoSqswd7
111,"A Esa","Daniela Darcourt",10309,https://open.spotify.com/track/6lqoTSAwzaYo3Kpr7DXrF0
112,"Quiere Beber","Anuel Aa",10241,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z
113,"El Anillo","Jennifer Lopez",10212,https://open.spotify.com/track/2SpfMQ5TuKsMj1trNwrLVA
114,"A Ella","Karol G",10129,https://open.spotify.com/track/1pkMzGqBBS10nDiiYrNGGJ
115,"Quisiera Alejarme (feat. Ozuna & CNCO) - Remix",Wisin,9818,https://open.spotify.com/track/4khRdk0vpLBWzGu41Fd7Rl
116,"La flaca","Jarabe De Palo",9817,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb
117,"Cásate Conmigo","Silvestre Dangond",9628,https://open.spotify.com/track/6f4UPdDBQONKJBRqwZGjaJ
118,"Todo El Amor (feat. Maluma & Wisin)","De La Ghetto",9619,https://open.spotify.com/track/4LQL3TMYtU7J8xBUhyjJxQ
119,"Bella y Sensual","Romeo Santos",9611,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
120,"Solo (feat. Demi Lovato)","Clean Bandit",9562,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
121,"Devuelveme a mi chica","Hombres G",9557,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
122,"Pa Dentro",Juanes,9458,https://open.spotify.com/track/7flNdUykV5LYDRv8wQDbsx
123,"Me Llamas (feat. Maluma) - Remix","Piso 21",9439,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
124,"Persiana Americana","Soda Stereo",9407,https://open.spotify.com/track/7JZP7kQsuFFWOrtAI7uNiW
125,Original,Arcangel,9372,https://open.spotify.com/track/1LBlcCtOrKITXpEp1hnNpj
126,Mamita,CNCO,9295,https://open.spotify.com/track/71GAvRsilpo9pqd0vYn8Mo
127,"God is a woman","Ariana Grande",9211,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
128,"Historia entre tus dedos","Los 4",9164,https://open.spotify.com/track/1azNmWAecfKNw0efhKkzNM
129,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",9110,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
130,Sobredosis,"Romeo Santos",9084,https://open.spotify.com/track/1WbXIpiGBJkCiv3hn40iPB
131,"Tengo Todo Excepto A Ti","Luis Miguel",9034,https://open.spotify.com/track/27XboT5Wb8VOn7A0heo3Ei
132,"La Correcta",Nabález,9023,https://open.spotify.com/track/1ISamB2lPDAeKb4Js2hLgq
133,"Un Vino, Una Cerveza","Pedro Suárez-Vértiz",9016,https://open.spotify.com/track/5Q2J37xbIR60z6ifswoGKe
134,"Déjate Llevar","Juan Magán",9015,https://open.spotify.com/track/4hXAdUl4nAnSPc9thzP2E2
135,"En algún lugar","Duncan Dhu",9007,https://open.spotify.com/track/3UIENhLRdFIOuRan92cAQu
136,"El Clavo","Prince Royce",8984,https://open.spotify.com/track/0LKErfBZ5FbBiLB4OcZRbL
137,"Condenado Para el Millon","Paulo Londra",8880,https://open.spotify.com/track/5UjhWsB5rddZEPlNUcGDLV
138,"Se Vuelve Loca",CNCO,8797,https://open.spotify.com/track/2PYmyMAMlhX1eVevLo5A6n
139,"Andas En Mi Cabeza","Chino & Nacho",8769,https://open.spotify.com/track/23WI5V2eD4EyGKxSl7Pyeq
140,SAD!,XXXTENTACION,8753,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
141,Usted,"Juan Magán",8739,https://open.spotify.com/track/79HTe42PihWUUq4BDjcuCq
142,"Perro Fiel (feat. Nicky Jam)",Shakira,8703,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL
143,"Por Pura Curiosidad",Fonseca,8667,https://open.spotify.com/track/1kLTaKK1qbtGuxggUtz8iz
144,Believer,"Imagine Dragons",8659,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
145,"Me Tiene Mal","Paulo Londra",8620,https://open.spotify.com/track/5BHiSQqlKWKoSmASzJTrVg
146,"Mariposa Traicionera",Maná,8565,https://open.spotify.com/track/0Pjsm4AaJGPOXHoB6xCgJB
147,"Tu De Que Vas","Los 4",8555,https://open.spotify.com/track/0erGyP3ccj9BUn64fLuSP4
148,"Loca (feat. Cali Y El Dandee)","Maite Perroni",8536,https://open.spotify.com/track/05ZXXyeZFhZtA6DAP3Aw7x
149,Flaca,"Andrés Calamaro",8456,https://open.spotify.com/track/1p7m9H4H8s0Y7SgRm7j3ED
150,"Si Tú La Ves","Nicky Jam",8408,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE
151,"Ya Para Qué",Greeicy,8405,https://open.spotify.com/track/7HCZWKJmHITV7Pt5YTQDcL
152,"God's Plan",Drake,8382,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
153,"Jocelyn Flores",XXXTENTACION,8330,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
154,"Ahora Dice","Chris Jeday",8326,https://open.spotify.com/track/5LVoGJTyG6fLJgoGkY2QAZ
155,"Cuando Pase el Temblor","Soda Stereo",8237,https://open.spotify.com/track/2ExpCKBxiHbgzepERl1t4D
156,"The Scientist",Coldplay,8202,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
157,"100 Años",Ha*Ash,8143,https://open.spotify.com/track/4gJzpOMYyOpVnbDXlT5aWL
158,"La Muralla Verde","Los Enanitos Verdes",8100,https://open.spotify.com/track/1qvY1z3Wm3sAYeHfPTnrbI
159,"That's What I Like","Bruno Mars",8069,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
160,"Creo en Ti",Reik,8061,https://open.spotify.com/track/0xXhgLXfEHnWJHVgRvFvdn
161,Besándote,"Piso 21",8000,https://open.spotify.com/track/43jclIPKJv9iFiYWVyWqsb
162,"La Bicicleta","Carlos Vives",7993,https://open.spotify.com/track/0Gx4VrHzS7pZOEAGrmXXBH
163,"Reggaetón Lento (Bailemos)",CNCO,7983,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
164,"EL BAÑO","Enrique Iglesias",7967,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
165,"Te Mando Flores",Fonseca,7940,https://open.spotify.com/track/6OpHDI8lRiqHLqmUIYUxVr
166,"Qué Tienes Tú",Dvicio,7919,https://open.spotify.com/track/4txQPJDlvU72lC6EMhT7m9
167,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,7900,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1
168,"3 A.M.","Jesse & Joy",7835,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu
169,"Por Hacerme el Bueno",Bacilos,7825,https://open.spotify.com/track/5kTBmo3zNcnlm6saZRFrHR
170,"Para No Verte Más","La Mosca Tse-Tse",7816,https://open.spotify.com/track/19CmuECYssqkPWANF4nLWM
171,Imitadora,"Romeo Santos",7761,https://open.spotify.com/track/6r46lnXFbE9fr2d3KNaGbe
172,"Cuando Calienta El Sol","Luis Miguel",7707,https://open.spotify.com/track/3hVaK0zn3sVWWY8TvN1Te5
173,"No Lie","Sean Paul",7697,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
174,"Devuélveme El Corazón","Sebastian Yatra",7682,https://open.spotify.com/track/7etlF1zMxJbiaeQrXYh0PY
175,"Hey DJ",CNCO,7679,https://open.spotify.com/track/1XgpK29CGGjZnxPYkiRbh4
176,"Cuando Acaba el Placer","Los 4",7672,https://open.spotify.com/track/6Nfxc11h4ix0HBprB9Rj6L
177,Faded,"Alan Walker",7643,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
178,"Loco Enamorado","Abraham Mateo",7625,https://open.spotify.com/track/4N1c5rmWOzRmB9SMacr5wB
179,"La Modelo",Ozuna,7614,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH
180,Justicia,"Silvestre Dangond",7575,https://open.spotify.com/track/6ipp8Dhs33KinlF4BStgca
181,Havana,"Camila Cabello",7558,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
182,"Mi Gente","J Balvin",7547,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
183,"Simples Corazones",Fonseca,7544,https://open.spotify.com/track/6SVEw266UzbkAKfCLeBPGy
184,"Jackie Chan",Tiësto,7537,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
185,"Olha A Explosão","MC Kevinho",7529,https://open.spotify.com/track/6Q4foUefrAyCt8VxJFML56
186,"Tú Y Yo (feat. Nicky Jam & Justin Quiles)",Valentino,7511,https://open.spotify.com/track/58smOywZbVu8AjWutppiQA
187,"Mil Horas","Los Abuelos De La Nada",7490,https://open.spotify.com/track/2cnzoggZA19R6DiWGhKU42
188,"Me Dediqué a Perderte","Alejandro Fernandez",7470,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
189,"She Don't Give a Fo",Duki,7442,https://open.spotify.com/track/6S3yaMAF7jB4GfjXdYLsD0
190,"Besos En Guerra",Morat,7441,https://open.spotify.com/track/5KgdtjmglXPjJNKvMvSjgo
191,Eres,"Café Tacvba",7419,https://open.spotify.com/track/6kdCN6gTWLcLxmLXoUcwuI
192,"Borro Cassette",Maluma,7370,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN
193,"Chantaje (feat. Maluma)",Shakira,7363,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
194,"Vente Pa' Ca","Ricky Martin",7348,https://open.spotify.com/track/4UPsjy5l0HNMy9c3oatPt3
195,"Un Poquito","Diego Torres",7332,https://open.spotify.com/track/5pH8g37XIkQej0AnlfQgNS
196,"Es Por Tí",Juanes,7322,https://open.spotify.com/track/3b1IQflSLrgzYQPGFzI9cl
197,"Wonderwall - Remastered",Oasis,7308,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
198,"Mala y Peligrosa (feat. Bad Bunny)","Víctor Manuelle",7290,https://open.spotify.com/track/27GZ01uEeZvG7esdoed3pQ
199,"Clavado En Un Bar",Maná,7288,https://open.spotify.com/track/78DVpEWwmJFC25KGz8fJuE
200,changes,XXXTENTACION,7274,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
